order_id,status,customer_name,order_date,quantity,subtotal_amount,tax_rate,shipping_cost,category,subcategory
8997,Order Finished,Christina Vanderzanden,2009-07-01,40,34559240.00,0.0400,1382370.00,Technology,Copiers & Fax
8998,Order Finished,Linda Southworth,2010-01-03,37,3535760.00,0.0700,247503.00,Office Supplies,Appliances
8999,Order Finished,Julia Barnett,2009-06-12,28,3352960.00,0.0000,0.00,Office Supplies,Paper
9024,Order Finished,Katherine Murray,2012-06-02,44,4636427.00,0.0700,324550.00,Technology,Telephones & Communication
9027,Order Returned,Roy French,2011-09-02,30,1865784.00,0.0500,93289.00,Technology,Telephones & Communication
9028,Order Finished,Michael Nguyen,2010-12-21,48,29113340.00,0.0400,1164534.00,Technology,Office Machines
9057,Order Finished,Michael Granlund,2009-11-04,20,320580.00,0.0100,3206.00,Furniture,Office Furnishings
9062,Order Finished,Eric Barreto,2011-03-20,19,3650840.00,0.0600,219050.00,Furniture,Office Furnishings
9088,Order Finished,Russell Applegate,2009-06-22,50,30767400.00,0.0300,923022.00,Office Supplies,Binders & Binder Accessories
9089,Order Finished,Craig Carroll,2010-05-23,8,1644699.00,0.1000,164470.00,Technology,Telephones & Communication
9091,Order Finished,Adam Hart,2010-11-11,42,1211540.00,0.0500,60577.00,Furniture,Office Furnishings
9092,Order Finished,Jeremy Pistek,2009-07-24,33,7288480.00,0.0000,0.00,Office Supplies,Storage & Organization
9093,Order Returned,Cyra Reiten,2011-12-09,36,537100.00,0.1000,53710.00,Technology,Computer Peripherals
9095,Order Finished,Tracy Hopkins,2011-06-10,23,589820.00,0.0300,17695.00,Office Supplies,Storage & Organization
9123,Order Finished,Matt Collins,2010-06-26,27,769800.00,0.0700,53886.00,Office Supplies,Storage & Organization
9124,Order Finished,Henry Goldwyn,2011-10-16,17,5275560.00,0.0400,211022.00,Technology,Computer Peripherals
9126,Order Finished,Sylvia Foulston,2009-11-17,47,5599400.00,0.0400,223976.00,Office Supplies,Appliances
9127,Order Finished,Bryan Davis,2011-10-10,7,4079120.00,0.0400,163165.00,Office Supplies,Storage & Organization
9152,Order Returned,Steven Cartwright,2010-08-20,43,585616.00,0.0500,29281.00,Technology,Telephones & Communication
9155,Order Finished,Ken Lonsdale,2012-08-30,17,1037600.00,0.1000,103760.00,Office Supplies,Binders & Binder Accessories
9187,Order Finished,Mary Zewe,2009-08-21,40,349280.00,0.0400,13971.00,Office Supplies,Appliances
9216,Order Finished,Roy French,2011-04-14,36,11955260.00,0.1000,1195526.00,Office Supplies,Appliances
9219,Order Returned,Mary Zewe,2009-09-28,24,2479620.00,0.0400,99185.00,Technology,Computer Peripherals
9221,Order Finished,Liz Mac Kendrick,2011-01-03,9,159280.00,0.0300,4778.00,Office Supplies,Appliances
9222,Order Finished,Ionia Mc Grath,2009-02-10,41,947340.00,0.0400,37894.00,Office Supplies,Paper
9248,Order Finished,Michelle Tran,2009-12-23,41,5623400.00,0.0900,506106.00,Furniture,Tables
9249,Order Finished,Alejandro Ballentine,2010-05-19,46,353000.00,0.0100,3530.00,Office Supplies,Pens & Art Supplies
9251,Order Finished,Giulietta Dortch,2010-08-29,38,7265200.00,0.0000,0.00,Furniture,Chairs & Chairmats
9253,Order Finished,Daniel Lacy,2012-01-30,36,3288440.00,0.0500,164422.00,Furniture,Office Furnishings
9254,Order Finished,Craig Leslie,2010-05-14,24,263300.00,0.0100,2633.00,Office Supplies,Labels
9281,Order Finished,Alan Hwang,2012-02-23,31,399600.00,0.0800,31968.00,Office Supplies,Paper
9285,Order Finished,David Philippe,2009-01-02,3,249620.00,0.0600,14977.00,Office Supplies,Binders & Binder Accessories
9286,Order Finished,Liz Mac Kendrick,2011-04-03,26,246320.00,0.1000,24632.00,Office Supplies,Paper
9312,Order Finished,Steven Cartwright,2012-05-18,43,2321100.00,0.0500,116055.00,Furniture,Chairs & Chairmats
9344,Order Finished,Christy Brittain,2011-12-06,18,3466200.00,0.0900,311958.00,Office Supplies,Storage & Organization
9347,Order Finished,Michelle Tran,2012-08-09,31,262400.00,0.0100,2624.00,Office Supplies,Appliances
9350,Order Finished,Darren Budd,2012-10-31,13,3471880.00,0.1000,347188.00,Furniture,Bookcases
9383,Order Finished,John Dryer,2009-03-16,11,164840.00,0.0700,11539.00,Furniture,Office Furnishings
9409,Order Finished,Vicky Freymann,2012-05-05,12,3425320.00,0.1000,342532.00,Technology,Computer Peripherals
9472,Order Returned,Greg Tran,2011-06-16,17,107820.00,0.0500,5391.00,Office Supplies,Labels
9473,Order Finished,Jonathan Doherty,2012-10-11,3,63900.00,0.1000,6390.00,Office Supplies,Binders & Binder Accessories
9476,Order Finished,Craig Carroll,2009-05-25,10,330080.00,0.0800,26406.00,Office Supplies,Binders & Binder Accessories
9478,Order Finished,Philip Brown,2009-03-28,48,1045940.00,0.0400,41838.00,Furniture,Office Furnishings
9504,Order Finished,Sung Pak,2012-11-25,17,3909592.00,0.0500,195480.00,Technology,Telephones & Communication
9505,Order Finished,Maribeth Dona,2012-06-07,2,633040.00,0.0300,18991.00,Technology,Computer Peripherals
9509,Order Finished,Joy Bell,2012-10-07,36,24351640.00,0.0200,487033.00,Furniture,Chairs & Chairmats
9537,Order Finished,Jennifer Braxton,2011-02-13,6,1812040.00,0.1000,181204.00,Furniture,Bookcases
9568,Order Finished,John Lucas,2010-03-07,46,7451060.00,0.0000,0.00,Office Supplies,Appliances
9573,Order Finished,Emily Grady,2012-06-13,41,266460.00,0.0000,0.00,Office Supplies,"Scissors, Rulers & Trimmers"
9574,Order Returned,Joy Smith,2011-07-30,40,869240.00,0.0800,69539.00,Office Supplies,Binders & Binder Accessories
9602,Order Finished,Hunter Lopez,2012-11-10,27,5308320.00,0.0100,53083.00,Technology,Office Machines
9606,Order Finished,Darrin Martin,2009-07-27,39,986520.00,0.0200,19730.00,Office Supplies,Labels
9632,Order Finished,Christine Kargatis,2012-01-16,33,7266060.00,0.0900,653945.00,Office Supplies,Binders & Binder Accessories
9635,Order Finished,Andy Reiter,2009-04-13,1,6840.00,0.0500,342.00,Office Supplies,Binders & Binder Accessories
9637,Order Finished,Andy Reiter,2009-01-03,12,1044980.00,0.0800,83598.00,Technology,Computer Peripherals
9639,Order Finished,Becky Pak,2010-09-05,47,2248600.00,0.1000,224860.00,Furniture,Chairs & Chairmats
9664,Order Finished,Matthew Grinstein,2010-04-07,13,176760.00,0.0600,10606.00,Office Supplies,Paper
9665,Order Finished,Eugene Hildebrand,2009-04-23,50,4697320.00,0.0200,93946.00,Office Supplies,Appliances
9668,Order Finished,Christine Sundaresam,2009-09-06,10,85340.00,0.0600,5120.00,Office Supplies,Binders & Binder Accessories
9669,Order Finished,Christine Abelman,2009-04-22,18,584220.00,0.0400,23369.00,Office Supplies,Storage & Organization
9671,Order Finished,Sung Shariari,2011-09-12,6,25220.00,0.0700,1765.00,Office Supplies,Binders & Binder Accessories
9696,Order Returned,Harold Dahlen,2011-02-19,15,220300.00,0.0200,4406.00,Office Supplies,Binders & Binder Accessories
9700,Order Finished,Sue Ann Reed,2011-08-08,35,212120.00,0.0800,16970.00,Office Supplies,"Scissors, Rulers & Trimmers"
9701,Order Returned,Herbert Flentye,2010-02-27,8,207500.00,0.0100,2075.00,Office Supplies,Binders & Binder Accessories
9733,Order Finished,Gene Mc Clure,2009-03-17,39,447280.00,0.1000,44728.00,Office Supplies,Paper
9761,Order Finished,Todd Boyes,2012-01-22,2,405280.00,0.0400,16211.00,Technology,Office Machines
9762,Order Returned,Ivan Gibson,2009-01-03,12,525520.00,0.0500,26276.00,Furniture,Office Furnishings
9763,Order Finished,Alan Barnes,2011-08-13,44,352520.00,0.0700,24676.00,Office Supplies,Labels
9765,Order Finished,Rose O'Brian,2012-10-12,26,7011200.00,0.0300,210336.00,Furniture,Chairs & Chairmats
9792,Order Finished,Sally Knutson,2011-07-23,14,168180.00,0.0200,3364.00,Office Supplies,Binders & Binder Accessories
9794,Order Finished,Scott Cohen,2012-03-24,25,270460.00,0.1000,27046.00,Office Supplies,"Scissors, Rulers & Trimmers"
9796,Order Finished,Liz Mac Kendrick,2010-09-10,29,2445180.00,0.0200,48904.00,Technology,Computer Peripherals
9824,Order Finished,Thomas Thornton,2011-01-22,39,3879320.00,0.0300,116380.00,Office Supplies,Appliances
9826,Order Finished,Irene Maddox,2012-03-22,7,263220.00,0.0100,2632.00,Technology,Computer Peripherals
9829,Order Returned,Valerie Takahito,2011-12-08,23,1500780.00,0.0400,60031.00,Office Supplies,Binders & Binder Accessories
9857,Order Finished,Bruce Degenhardt,2010-05-11,16,4732360.00,0.1000,473236.00,Office Supplies,Envelopes
9860,Order Finished,Kimberly Carter,2010-10-10,43,639380.00,0.0000,0.00,Technology,Computer Peripherals
9861,Order Finished,Chad Sievert,2012-10-28,47,1413360.00,0.1000,141336.00,Office Supplies,Pens & Art Supplies
9863,Order Finished,Sean Christensen,2011-09-04,18,67920.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
9888,Order Finished,Adam Shillingsburg,2009-09-12,48,16748264.00,0.0600,1004896.00,Technology,Telephones & Communication
9892,Order Finished,Kelly Williams,2012-07-16,50,2813280.00,0.0200,56266.00,Office Supplies,Envelopes
9893,Order Finished,Edward Nazzal,2009-08-16,1,384980.00,0.0200,7700.00,Furniture,Chairs & Chairmats
9894,Order Finished,Eric Barreto,2009-03-18,16,10807500.00,0.0800,864600.00,Furniture,Chairs & Chairmats
9895,Order Returned,Adam Bellavance,2010-04-20,9,109580.00,0.0500,5479.00,Office Supplies,Pens & Art Supplies
9921,Order Finished,Amy Hunt,2011-05-14,23,712180.00,0.0500,35609.00,Office Supplies,Envelopes
9922,Order Finished,Jack O'Briant,2011-04-03,24,12816600.00,0.1000,1281660.00,Furniture,Tables
9923,Order Returned,Chad Sievert,2009-10-05,27,127420.00,0.0100,1274.00,Furniture,Office Furnishings
9925,Order Finished,Chad Sievert,2012-01-30,43,3503360.00,0.1000,350336.00,Office Supplies,Binders & Binder Accessories
9926,Order Finished,Mick Hernandez,2009-10-11,25,317660.00,0.0000,0.00,Furniture,Office Furnishings
9927,Order Returned,Grant Carroll,2011-08-16,32,9310140.00,0.0000,0.00,Furniture,Bookcases
9952,Order Finished,Maribeth Dona,2012-05-01,47,15781780.00,0.0100,157818.00,Office Supplies,Storage & Organization
9954,Order Finished,Thais Sissman,2009-06-19,36,20245440.00,0.0700,1417181.00,Furniture,Chairs & Chairmats
9955,Order Finished,Liz Mac Kendrick,2011-09-04,37,5824030.00,0.0900,524163.00,Technology,Telephones & Communication
9957,Order Finished,Suzanne Mc Nair,2010-11-30,31,149500.00,0.0600,8970.00,Office Supplies,Pens & Art Supplies
9985,Order Finished,Christine Kargatis,2010-08-07,12,163800.00,0.0800,13104.00,Office Supplies,Paper
10022,Order Finished,Delfina Latchford,2009-03-04,1,24360.00,0.0600,1462.00,Office Supplies,Paper
10048,Order Finished,Sonia Sunley,2009-05-15,46,6394900.00,0.0800,511592.00,Technology,Computer Peripherals
10052,Order Finished,Dan Campbell,2009-09-07,16,191800.00,0.0700,13426.00,Office Supplies,Pens & Art Supplies
10053,Order Finished,Craig Molinari,2012-01-10,31,325160.00,0.0000,0.00,Technology,Computer Peripherals
10054,Order Returned,Helen Wasserman,2011-04-28,2,406600.00,0.0800,32528.00,Furniture,Office Furnishings
10080,Order Finished,Grant Thornton,2010-02-12,20,1274080.00,0.0000,0.00,Technology,Computer Peripherals
10081,Order Finished,Sanjit Engle,2010-08-07,49,2116860.00,0.0200,42337.00,Furniture,Office Furnishings
10114,Order Finished,Michael Paige,2010-02-08,39,295760.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
10117,Order Finished,Brian Stugart,2010-11-16,6,128740.00,0.0700,9012.00,Office Supplies,Binders & Binder Accessories
10144,Order Finished,Sonia Sunley,2011-01-02,16,10807500.00,0.0800,864600.00,Furniture,Chairs & Chairmats
10146,Order Finished,Evan Henry,2009-05-01,19,1192420.00,0.1000,119242.00,Furniture,Office Furnishings
10147,Order Finished,Jennifer Halladay,2010-10-09,22,193500.00,0.0400,7740.00,Office Supplies,Binders & Binder Accessories
10148,Order Finished,Christopher Martinez,2009-03-25,27,28715700.00,0.0200,574314.00,Furniture,Bookcases
10183,Order Returned,Darren Budd,2009-11-24,48,2420040.00,0.0600,145202.00,Furniture,Chairs & Chairmats
10209,Order Finished,Barry Franz,2010-11-29,14,923100.00,0.0900,83079.00,Furniture,Office Furnishings
10210,Order Finished,Liz Carlisle,2011-06-23,10,1534680.00,0.0400,61387.00,Technology,Computer Peripherals
10212,Order Finished,Bobby Odegard,2010-05-23,14,148040.00,0.0200,2961.00,Furniture,Office Furnishings
10213,Order Finished,Dianna Vittorini,2011-02-17,12,929140.00,0.0400,37166.00,Technology,Computer Peripherals
10242,Order Finished,Maria Bertelson,2010-12-12,32,1381760.00,0.0800,110541.00,Furniture,Office Furnishings
10243,Order Finished,Patrick Gardner,2011-12-24,12,56820.00,0.0700,3977.00,Office Supplies,Binders & Binder Accessories
10245,Order Finished,Astrea Jones,2011-02-13,23,254340.00,0.1000,25434.00,Office Supplies,Binders & Binder Accessories
10247,Order Finished,Edward Becker,2010-01-10,21,223320.00,0.0600,13399.00,Office Supplies,Paper
10272,Order Finished,Katherine Ducich,2009-01-17,3,598160.00,0.0300,17945.00,Office Supplies,Envelopes
10277,Order Finished,Grant Thornton,2009-04-07,36,4289848.00,0.0000,0.00,Technology,Telephones & Communication
10278,Order Finished,Rick Hansen,2011-09-12,25,3815420.00,0.0000,0.00,Furniture,Bookcases
10305,Order Finished,Julia Barnett,2009-07-07,12,131780.00,0.0300,3953.00,Furniture,Office Furnishings
10306,Order Finished,Lela Donovan,2010-07-21,20,620620.00,0.0200,12412.00,Furniture,Office Furnishings
10308,Order Finished,Dennis Pardue,2011-04-20,40,11108072.00,0.0900,999726.00,Technology,Telephones & Communication
10309,Order Finished,Trudy Brown,2009-11-21,23,992300.00,0.0300,29769.00,Office Supplies,Binders & Binder Accessories
10310,Order Finished,Christina Vanderzanden,2009-02-05,48,279720.00,0.0700,19580.00,Office Supplies,Pens & Art Supplies
10338,Order Finished,Barry Franz,2011-07-14,9,1599960.00,0.0400,63998.00,Technology,Office Machines
10339,Order Finished,Bradley Drucker,2011-10-11,49,19504500.00,0.0900,1755405.00,Furniture,Office Furnishings
10340,Order Finished,Sandra Glassco,2011-06-22,24,15094280.00,0.0300,452828.00,Furniture,Chairs & Chairmats
10341,Order Finished,Sung Pak,2012-12-21,17,4625920.00,0.0900,416333.00,Technology,Office Machines
10342,Order Finished,Michelle Ellison,2011-11-22,45,10362160.00,0.0100,103622.00,Furniture,Bookcases
10369,Order Finished,Kimberly Carter,2011-11-09,4,54680.00,0.0600,3281.00,Office Supplies,Paper
10371,Order Finished,Melanie Page,2009-09-16,10,312300.00,0.0800,24984.00,Office Supplies,"Scissors, Rulers & Trimmers"
10373,Order Finished,Sally Hughsby,2010-06-25,28,386320.00,0.0300,11590.00,Office Supplies,Paper
10432,Order Finished,Sonia Sunley,2012-01-05,13,4646720.00,0.0800,371738.00,Technology,Computer Peripherals
10434,Order Finished,Michelle Ellison,2009-12-23,2,766900.00,0.0600,46014.00,Furniture,Chairs & Chairmats
10435,Order Finished,Evan Minnotte,2010-08-10,38,1742500.00,0.0600,104550.00,Office Supplies,Pens & Art Supplies
10436,Order Finished,Karl Brown,2011-01-02,24,277500.00,0.0900,24975.00,Office Supplies,Pens & Art Supplies
10437,Order Finished,Don Jones,2009-08-18,50,1641040.00,0.0100,16410.00,Office Supplies,Binders & Binder Accessories
10439,Order Finished,Bobby Odegard,2012-03-28,41,1646260.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
10464,Order Finished,Craig Carroll,2009-08-10,23,243460.00,0.0100,2435.00,Office Supplies,Paper
10466,Order Finished,Evan Henry,2012-12-25,27,229720.00,0.0700,16080.00,Office Supplies,Pens & Art Supplies
10470,Order Finished,Khloe Miller,2012-05-04,35,493960.00,0.1000,49396.00,Furniture,Office Furnishings
10498,Order Returned,Jesus Ocampo,2010-10-23,47,3936940.00,0.0400,157478.00,Office Supplies,Pens & Art Supplies
10499,Order Finished,Doug Bickford,2010-11-16,29,12501872.00,0.0100,125019.00,Furniture,Tables
10502,Order Finished,Karen Seio,2010-05-14,33,15738440.00,0.1000,1573844.00,Furniture,Chairs & Chairmats
10528,Order Finished,Michael Grace,2009-09-13,47,1676800.00,0.0200,33536.00,Office Supplies,Storage & Organization
10530,Order Finished,Victor Price,2009-01-27,4,754426.00,0.0200,15089.00,Technology,Telephones & Communication
10535,Order Finished,Doug Bickford,2011-05-27,25,1709760.00,0.0900,153878.00,Furniture,Office Furnishings
10562,Order Finished,Yana Sorensen,2009-11-11,10,1988080.00,0.0300,59642.00,Office Supplies,Storage & Organization
10563,Order Finished,Julia Barnett,2010-09-29,38,20446380.00,0.0800,1635710.00,Office Supplies,Appliances
10567,Order Finished,Susan Pistek,2012-03-29,10,2222016.00,0.0900,199981.00,Furniture,Tables
10593,Order Finished,Sally Matthias,2012-02-12,27,870540.00,0.0500,43527.00,Technology,Computer Peripherals
10624,Order Finished,Darren Powers,2009-12-20,23,2164860.00,0.0600,129892.00,Technology,Computer Peripherals
10627,Order Finished,Matt Collister,2010-02-24,4,80460.00,0.0500,4023.00,Office Supplies,Appliances
10629,Order Finished,Helen Wasserman,2009-09-11,39,683100.00,0.0600,40986.00,Furniture,Office Furnishings
10630,Order Finished,Pauline Johnson,2010-02-04,44,5547680.00,0.0000,0.00,Furniture,Bookcases
10657,Order Finished,James Galang,2010-09-25,44,579880.00,0.0700,40592.00,Office Supplies,Paper
10658,Order Finished,Joni Wasserman,2009-08-27,31,525080.00,0.0400,21003.00,Technology,Computer Peripherals
10659,Order Finished,Dave Brooks,2009-05-14,40,454740.00,0.0000,0.00,Office Supplies,Paper
10661,Order Finished,Jocasta Rupert,2009-01-23,18,272820.00,0.0000,0.00,Office Supplies,"Scissors, Rulers & Trimmers"
10662,Order Returned,Aaron Hawkins,2011-05-12,45,566260.00,0.0800,45301.00,Office Supplies,Paper
10663,Order Finished,Ivan Gibson,2009-05-23,40,208780.00,0.0700,14615.00,Office Supplies,Labels
10688,Order Finished,Craig Yedwab,2012-05-12,14,1237680.00,0.0500,61884.00,Furniture,Office Furnishings
10692,Order Finished,Rob Haberlin,2009-07-26,26,200820.00,0.0400,8033.00,Office Supplies,Pens & Art Supplies
10695,Order Finished,Deborah Brumfield,2011-05-02,39,12660172.00,0.1000,1266017.00,Technology,Telephones & Communication
10722,Order Finished,Dorris Love,2011-01-19,8,80520.00,0.0100,805.00,Office Supplies,Paper
10752,Order Finished,Dianna Wilson,2011-09-10,5,190760.00,0.0300,5723.00,Office Supplies,Binders & Binder Accessories
10754,Order Finished,Saphhira Shifley,2010-03-17,7,96080.00,0.0900,8647.00,Office Supplies,Paper
10784,Order Finished,Vivian Mathis,2010-07-05,2,38720.00,0.1000,3872.00,Office Supplies,Paper
10789,Order Finished,Jamie Kunitz,2010-08-23,15,617080.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
10791,Order Finished,Anthony Johnson,2011-08-19,20,801140.00,0.0500,40057.00,Office Supplies,Paper
10819,Order Finished,Mike Vittorini,2010-08-24,35,466780.00,0.0600,28007.00,Office Supplies,Paper
10820,Order Finished,Russell Applegate,2011-12-27,49,4144240.00,0.0400,165770.00,Office Supplies,Pens & Art Supplies
10823,Order Finished,Helen Wasserman,2012-06-12,3,267800.00,0.0300,8034.00,Office Supplies,Binders & Binder Accessories
10851,Order Finished,Jenna Caffey,2009-04-06,50,1216420.00,0.0900,109478.00,Office Supplies,"Scissors, Rulers & Trimmers"
10852,Order Finished,Harold Engle,2010-10-26,17,571680.00,0.0200,11434.00,Office Supplies,Binders & Binder Accessories
10884,Order Finished,Cindy Chapman,2009-11-25,24,5051975.00,0.0900,454678.00,Technology,Telephones & Communication
10886,Order Finished,Quincy Jones,2009-08-23,36,130840.00,0.0400,5234.00,Furniture,Office Furnishings
10913,Order Finished,Alejandro Ballentine,2010-02-06,27,10298120.00,0.0300,308944.00,Furniture,Chairs & Chairmats
10916,Order Finished,Trudy Schmidt,2011-03-10,23,270620.00,0.0600,16237.00,Office Supplies,Binders & Binder Accessories
10917,Order Returned,Ken Lonsdale,2012-02-10,14,2562716.00,0.0900,230644.00,Technology,Telephones & Communication
10919,Order Finished,Ross De Vincentis,2010-03-27,42,4081900.00,0.0700,285733.00,Office Supplies,Storage & Organization
10944,Order Finished,Mike Vittorini,2011-11-12,9,363320.00,0.0000,0.00,Technology,Office Machines
10945,Order Finished,Ralph Knight,2012-01-03,14,2340050.00,0.0400,93602.00,Technology,Telephones & Communication
10948,Order Finished,Dan Campbell,2012-08-13,50,386220.00,0.0800,30898.00,Office Supplies,Binders & Binder Accessories
10949,Order Finished,Ashley Jarboe,2009-03-30,46,6898520.00,0.1000,689852.00,Technology,Office Machines
10951,Order Finished,Neil Knudson,2012-11-06,14,1354860.00,0.1000,135486.00,Furniture,Office Furnishings
10978,Order Finished,Toby Swindell,2009-04-01,9,1133060.00,0.0600,67984.00,Furniture,Chairs & Chairmats
10979,Order Finished,Amy Hunt,2011-10-04,15,972860.00,0.0000,0.00,Furniture,Office Furnishings
10981,Order Finished,Claire Good,2010-05-14,41,146720.00,0.0900,13205.00,Office Supplies,Rubber Bands
10982,Order Finished,Sung Chung,2012-12-10,29,1076540.00,0.0200,21531.00,Office Supplies,Binders & Binder Accessories
11008,Order Finished,Peter Mc Vee,2009-02-24,17,5091780.00,0.0100,50918.00,Office Supplies,Storage & Organization
11011,Order Finished,Fred Mc Math,2012-05-13,36,611240.00,0.1000,61124.00,Office Supplies,Envelopes
11013,Order Finished,Russell Applegate,2009-04-17,2,453764.00,0.0100,4538.00,Technology,Telephones & Communication
11014,Order Finished,Victoria Pisteka,2010-09-07,13,317580.00,0.0500,15879.00,Office Supplies,Binders & Binder Accessories
11040,Order Finished,Scot Coram,2011-10-23,44,2204560.00,0.0300,66137.00,Office Supplies,Envelopes
11044,Order Finished,Sandra Glassco,2012-06-24,3,28980.00,0.0900,2608.00,Office Supplies,Pens & Art Supplies
11045,Order Finished,Eugene Moren,2012-03-25,35,1421720.00,0.0400,56869.00,Office Supplies,Paper
11047,Order Finished,Ionia Mc Grath,2010-12-10,27,3982520.00,0.0100,39825.00,Office Supplies,Appliances
11074,Order Finished,Cynthia Delaney,2011-06-09,21,229060.00,0.0700,16034.00,Office Supplies,"Scissors, Rulers & Trimmers"
11077,Order Finished,Charles Crestani,2009-03-20,30,9240100.00,0.0600,554406.00,Furniture,Bookcases
11108,Order Finished,Cynthia Arntzen,2012-08-16,20,263420.00,0.1000,26342.00,Office Supplies,Paper
11109,Order Finished,Saphhira Shifley,2011-03-15,18,260760.00,0.0800,20861.00,Office Supplies,Paper
11111,Order Finished,Guy Phonely,2011-01-17,7,617040.00,0.1000,61704.00,Furniture,Office Furnishings
11137,Order Finished,Allen Rosenblatt,2012-11-29,48,10377720.00,0.1000,1037772.00,Office Supplies,Storage & Organization
11168,Order Finished,Lisa Hazard,2012-10-21,35,365720.00,0.0000,0.00,Furniture,Office Furnishings
11169,Order Finished,Bill Donatelli,2010-05-21,46,797720.00,0.0800,63818.00,Office Supplies,Binders & Binder Accessories
11173,Order Finished,Janet Molinari,2012-03-30,37,443320.00,0.0800,35466.00,Technology,Computer Peripherals
11174,Order Finished,Evan Henry,2009-04-09,30,6394006.00,0.0700,447580.00,Technology,Telephones & Communication
11202,Order Finished,Barry Weirich,2012-03-17,8,679620.00,0.0500,33981.00,Office Supplies,Binders & Binder Accessories
11206,Order Finished,Eric Barreto,2009-12-28,6,355340.00,0.0300,10660.00,Office Supplies,Binders & Binder Accessories
11233,Order Finished,Kalyca Meade,2011-08-30,25,553000.00,0.0200,11060.00,Office Supplies,Envelopes
11236,Order Finished,Robert Barroso,2010-10-30,4,3259500.00,0.0300,97785.00,Office Supplies,Storage & Organization
11239,Order Finished,Jay Kimmel,2012-02-09,33,12340040.00,0.0300,370201.00,Furniture,Tables
11269,Order Finished,Harold Engle,2012-05-26,39,4166105.00,0.0900,374949.00,Technology,Telephones & Communication
11270,Order Finished,Tanja Norvell,2011-06-30,15,280140.00,0.0400,11206.00,Office Supplies,Binders & Binder Accessories
11271,Order Returned,Berenike Kampe,2011-10-18,46,315740.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
11301,Order Finished,Tony Chapman,2012-03-22,29,2389920.00,0.0400,95597.00,Technology,Computer Peripherals
11302,Order Finished,Natalie Fritzler,2009-03-01,10,1733320.00,0.0900,155999.00,Technology,Office Machines
11332,Order Finished,Liz Price,2009-11-16,6,368662.00,0.0700,25806.00,Technology,Telephones & Communication
11335,Order Finished,Maya Herman,2009-10-21,3,29680.00,0.0800,2374.00,Office Supplies,Labels
11362,Order Finished,Hilary Holden,2012-09-10,32,6491460.00,0.0900,584231.00,Furniture,Office Furnishings
11392,Order Finished,Sarah Bern,2009-09-05,28,257380.00,0.0400,10295.00,Office Supplies,Binders & Binder Accessories
11396,Order Returned,Matt Connell,2012-07-21,42,24540600.00,0.0700,1717842.00,Office Supplies,Binders & Binder Accessories
11398,Order Finished,Nathan Gelder,2012-08-06,16,219400.00,0.0300,6582.00,Office Supplies,Paper
11425,Order Returned,Patrick Bzostek,2011-06-22,29,965820.00,0.1000,96582.00,Office Supplies,Storage & Organization
11426,Order Returned,Laurel Beltran,2009-05-07,19,667360.00,0.0100,6674.00,Technology,Computer Peripherals
11427,Order Finished,Nora Price,2010-11-24,27,117280.00,0.0800,9382.00,Office Supplies,Pens & Art Supplies
11428,Order Finished,Bill Donatelli,2012-01-21,16,3109060.00,0.0000,0.00,Office Supplies,Envelopes
11429,Order Finished,Jason Klamczynski,2010-03-03,39,892080.00,0.0100,8921.00,Office Supplies,Binders & Binder Accessories
11431,Order Finished,Eric Hoffmann,2012-08-01,5,79360.00,0.0900,7142.00,Office Supplies,Paper
11456,Order Finished,Doug Bickford,2010-04-12,15,3039800.00,0.0900,273582.00,Furniture,Office Furnishings
11460,Order Finished,Carl Jackson,2010-08-24,30,204480.00,0.0900,18403.00,Office Supplies,Labels
11491,Order Finished,Darren Budd,2010-08-17,26,330740.00,0.0600,19844.00,Technology,Computer Peripherals
11493,Order Finished,Dennis Bolton,2011-10-20,16,223800.00,0.0100,2238.00,Office Supplies,Pens & Art Supplies
11495,Order Finished,Brendan Dodson,2011-07-04,6,1931380.00,0.0000,0.00,Furniture,Tables
11527,Order Finished,Ben Wallace,2009-07-02,45,9259340.00,0.0400,370374.00,Furniture,Office Furnishings
11553,Order Finished,Justin Knight,2009-04-18,28,2700680.00,0.1000,270068.00,Office Supplies,Storage & Organization
11584,Order Finished,Sean Miller,2009-11-22,48,2994635.00,0.0100,29946.00,Technology,Telephones & Communication
11585,Order Finished,Chuck Sachs,2009-03-15,2,401506.00,0.0900,36136.00,Technology,Telephones & Communication
11648,Order Returned,Ken Lonsdale,2011-04-09,1,65020.00,0.1000,6502.00,Technology,Computer Peripherals
11650,Order Finished,Valerie Mitchum,2012-09-24,26,2180800.00,0.0600,130848.00,Office Supplies,Pens & Art Supplies
11651,Order Finished,Bill Donatelli,2011-02-22,19,131700.00,0.0700,9219.00,Office Supplies,Pens & Art Supplies
11652,Order Returned,Olvera Toch,2011-11-10,35,2308280.00,0.0700,161580.00,Technology,Computer Peripherals
11680,Order Finished,Aleksandra Gannaway,2009-09-04,50,14624063.00,0.0600,877444.00,Technology,Telephones & Communication
11682,Order Returned,Brad Thomas,2010-07-04,5,204360.00,0.0900,18392.00,Technology,Computer Peripherals
11683,Order Finished,Fred Chung,2012-02-07,28,3300822.00,0.0300,99025.00,Technology,Telephones & Communication
